User_ID,Age,Gender,Income_Level,Browsing_Time (mins),Discount (%),Coupon_Category,Previous_Purchases,Purchase_Intention
U3426,26,Male,High,28,40,Entertainment,8,1
U3427,53,Female,Low,10,30,Entertainment,10,1
U3428,26,Male,High,29,70,Health,0,1
U3429,28,Female,High,29,50,Health,6,1
U3430,18,Female,Low,21,60,Clothing,8,1
U3431,35,Female,High,22,80,Travel,9,1
U3432,54,Female,Low,4,80,Clothing,1,1
U3433,22,Female,Low,6,60,Travel,4,1
U3434,18,Male,High,11,70,Clothing,5,1
U3435,46,Female,Medium,23,30,Food,7,1
U3436,54,Female,Medium,5,60,Food,1,1
U3437,32,Male,Medium,28,20,Health,8,1
U3438,20,Female,High,24,10,Electronics,9,1
U3439,38,Male,High,28,40,Food,2,1
U3440,39,Female,Medium,24,10,Electronics,8,1
U3441,54,Female,High,11,10,Entertainment,5,0
U3442,40,Male,Low,12,40,Health,10,1
U3443,38,Male,Medium,18,50,Entertainment,7,1
U3444,58,Female,Medium,19,80,Travel,6,1
U3445,26,Male,High,18,50,Electronics,1,1
U3446,58,Male,Low,10,40,Entertainment,10,1
U3447,30,Male,Medium,3,50,Food,6,1
U3448,60,Female,High,4,20,Clothing,5,0
U3449,20,Male,Low,24,20,Travel,1,1
U3450,34,Male,High,29,40,Entertainment,9,1
U3451,47,Male,Medium,5,40,Clothing,3,0
U3452,21,Female,Medium,13,60,Food,4,1
U3453,40,Male,High,20,60,Food,2,1
U3454,34,Female,Low,5,80,Health,7,1
U3455,48,Female,Medium,4,40,Clothing,2,0
U3456,55,Male,Medium,8,30,Travel,6,1
U3457,59,Male,Low,3,80,Food,1,1
U3458,31,Female,High,8,80,Travel,5,1
U3459,55,Male,High,12,30,Electronics,10,1
U3460,46,Male,Medium,9,40,Food,0,0
U3461,43,Male,High,11,50,Clothing,4,1
U3462,23,Male,Low,3,10,Health,4,0
U3463,51,Female,High,12,50,Food,7,1
U3464,60,Female,Low,21,30,Clothing,9,1
U3465,44,Male,High,20,80,Travel,5,1
U3466,44,Male,Low,4,70,Food,10,1
U3467,52,Male,Low,28,80,Travel,5,1
U3468,21,Female,High,10,50,Health,10,1
U3469,24,Male,High,25,80,Electronics,4,1
U3470,55,Female,Low,29,80,Entertainment,1,1
U3471,46,Male,High,20,80,Travel,10,1
U3472,28,Female,Medium,1,10,Travel,10,1
U3473,33,Male,Low,17,40,Clothing,2,1
U3474,28,Female,High,3,50,Travel,4,1
U3475,53,Male,Low,11,10,Electronics,7,1
U3476,20,Male,High,21,40,Food,9,1
U3477,57,Male,High,2,50,Electronics,0,1
U3478,46,Male,Low,18,50,Electronics,6,1
U3479,49,Male,Low,21,20,Food,1,1
U3480,49,Female,Medium,9,60,Travel,10,1
U3481,42,Female,Low,26,70,Travel,3,1
U3482,27,Female,Low,27,50,Entertainment,4,1
U3483,45,Female,Low,18,10,Health,3,1
U3484,45,Male,Medium,23,60,Travel,6,1
U3485,36,Female,Low,25,20,Travel,7,1
U3486,32,Female,Low,20,70,Entertainment,10,1
U3487,18,Male,Low,1,70,Health,1,1
U3488,34,Male,Medium,29,50,Food,2,1
U3489,41,Male,High,3,30,Entertainment,2,0
U3490,58,Male,High,8,20,Health,8,1
U3491,18,Male,Low,12,50,Electronics,4,1
U3492,32,Female,Medium,2,40,Travel,5,0
U3493,48,Female,Low,30,50,Health,7,1
U3494,60,Male,Medium,27,70,Food,9,1
U3495,32,Female,Low,24,20,Entertainment,10,1
U3496,42,Female,Low,3,10,Health,0,0
U3497,39,Female,Low,22,30,Food,8,1
U3498,38,Female,High,14,70,Health,8,1
U3499,37,Male,Low,29,60,Travel,1,1
U3500,32,Female,High,25,70,Food,8,1
U3501,54,Male,Medium,19,40,Electronics,6,1
U3502,48,Female,Medium,6,10,Entertainment,2,0
U3503,57,Female,Low,6,50,Health,5,1
U3504,37,Male,High,23,20,Health,0,1
U3505,32,Female,Low,22,40,Health,8,1
U3506,36,Female,High,1,50,Entertainment,2,1
U3507,32,Female,Low,12,30,Electronics,4,0
U3508,45,Male,Low,24,40,Entertainment,1,1
U3509,43,Female,High,26,40,Entertainment,9,1
U3510,22,Male,Low,9,70,Food,3,1
U3511,22,Male,Medium,16,20,Entertainment,2,1
U3512,27,Male,Low,27,30,Food,3,1
U3513,52,Female,High,27,20,Entertainment,3,1
U3514,51,Female,Medium,10,10,Travel,7,1
U3515,36,Female,Low,24,70,Travel,10,1
U3516,35,Male,Medium,8,50,Clothing,8,1
U3517,55,Female,Low,9,40,Entertainment,10,1
U3518,23,Female,High,5,80,Clothing,4,1
U3519,55,Female,Medium,1,40,Electronics,8,1
U3520,21,Female,Low,25,80,Travel,10,1
U3521,56,Male,Low,1,50,Health,4,1
U3522,33,Female,Medium,4,50,Travel,6,1
U3523,35,Female,Medium,4,40,Clothing,2,0
U3524,32,Female,Low,7,20,Entertainment,2,0
U3525,57,Male,High,18,50,Travel,0,1
U3526,44,Female,Low,4,10,Food,3,0
U3527,39,Male,High,23,50,Health,0,1
U3528,23,Male,High,14,30,Food,5,0
U3529,26,Female,High,4,50,Food,8,1
U3530,30,Male,Medium,29,20,Food,3,1
U3531,42,Female,Low,27,50,Health,0,1
U3532,58,Male,Low,19,30,Electronics,2,1
U3533,20,Female,High,24,20,Food,7,1
U3534,58,Female,Medium,1,70,Clothing,9,1
U3535,42,Female,High,18,30,Health,10,1
U3536,42,Female,Medium,9,40,Electronics,2,0
U3537,23,Male,High,25,40,Food,10,1
U3538,40,Female,Medium,15,70,Clothing,9,1
U3539,31,Male,Low,23,30,Food,10,1
U3540,58,Male,Low,6,30,Health,10,1
U3541,60,Male,High,9,60,Health,0,1
U3542,39,Female,High,5,10,Travel,4,0
U3543,33,Male,Low,10,10,Health,2,0
U3544,35,Male,Medium,28,50,Entertainment,4,1
U3545,21,Male,Low,14,60,Travel,5,1
U3546,18,Female,High,28,10,Food,8,1
U3547,53,Female,Low,2,60,Electronics,9,1
U3548,48,Male,Medium,6,20,Travel,8,1
U3549,42,Female,High,14,60,Travel,7,1
U3550,37,Male,Medium,18,30,Electronics,3,1
U3551,19,Female,Low,17,50,Food,6,1
U3552,27,Male,High,27,40,Travel,0,1
U3553,38,Male,High,14,70,Food,2,1
U3554,52,Female,High,4,20,Electronics,10,1
U3555,49,Male,High,3,10,Clothing,5,0
U3556,59,Male,High,22,40,Food,10,1
U3557,57,Female,Low,2,30,Entertainment,4,0
U3558,54,Male,Low,12,40,Entertainment,7,1
U3559,41,Male,Medium,4,60,Electronics,4,1
U3560,42,Male,Low,21,50,Clothing,6,1
U3561,52,Female,Low,5,20,Food,1,0
U3562,55,Male,High,30,10,Clothing,4,1
U3563,22,Male,Low,7,80,Electronics,5,1
U3564,43,Male,Low,14,10,Health,2,0
U3565,48,Male,Medium,3,40,Food,4,0
U3566,50,Male,Low,9,70,Entertainment,1,1
U3567,46,Female,Low,26,40,Clothing,6,1
U3568,33,Female,Low,3,30,Travel,0,0
U3569,50,Male,Low,22,20,Food,2,1
U3570,46,Male,Medium,1,50,Clothing,5,1
U3571,50,Female,High,12,50,Health,8,1
U3572,32,Female,High,23,60,Travel,5,1
U3573,33,Female,Medium,25,80,Electronics,7,1
U3574,59,Female,High,18,80,Health,1,1
U3575,36,Male,Low,20,30,Clothing,1,1
U3576,45,Male,Medium,2,30,Clothing,3,0
U3577,48,Male,Medium,9,50,Entertainment,1,1
U3578,32,Female,Medium,19,30,Entertainment,6,1
U3579,24,Male,Low,16,20,Food,7,1
U3580,22,Male,Low,4,60,Food,8,1
U3581,34,Male,Low,19,70,Travel,1,1
U3582,30,Male,Low,17,40,Health,1,1
U3583,54,Female,High,15,50,Clothing,10,1
U3584,22,Male,Medium,28,80,Food,6,1
U3585,50,Male,Low,5,20,Travel,7,1
U3586,45,Male,Low,16,10,Health,5,1
U3587,34,Female,Medium,19,30,Health,9,1
U3588,32,Male,Medium,14,50,Clothing,3,1
U3589,23,Female,High,24,20,Travel,2,1
U3590,48,Female,High,15,20,Electronics,10,1
U3591,25,Female,High,13,60,Entertainment,2,1
U3592,47,Female,Low,16,30,Electronics,8,1
U3593,39,Female,Low,8,70,Electronics,5,1
U3594,42,Female,Low,5,30,Entertainment,9,1
U3595,37,Male,Medium,10,30,Clothing,8,1
U3596,48,Male,Low,22,50,Food,1,1
U3597,39,Male,High,13,40,Food,5,0
U3598,44,Female,High,11,40,Electronics,9,1
U3599,46,Female,Medium,21,60,Travel,5,1
U3600,39,Male,Medium,5,10,Clothing,4,0
U3601,51,Female,Medium,18,80,Clothing,6,1
U3602,47,Male,Low,26,70,Entertainment,1,1
U3603,40,Female,Medium,23,80,Electronics,1,1
U3604,43,Female,Medium,19,50,Food,5,1
U3605,38,Female,Medium,21,30,Food,10,1
U3606,24,Male,High,17,40,Electronics,7,1
U3607,22,Female,Medium,22,20,Food,0,1
U3608,39,Female,Low,7,80,Entertainment,9,1
U3609,24,Male,Medium,28,40,Electronics,6,1
U3610,33,Male,High,24,10,Electronics,1,1
U3611,18,Female,Medium,19,50,Entertainment,1,1
U3612,58,Female,High,21,10,Travel,4,1
U3613,26,Male,High,17,70,Entertainment,0,1
U3614,40,Male,Low,26,30,Entertainment,8,1
U3615,58,Male,Low,18,20,Clothing,4,1
U3616,39,Male,High,21,70,Food,4,1
U3617,18,Male,High,30,70,Food,4,1
U3618,55,Female,Low,25,50,Health,3,1
U3619,59,Male,Low,27,10,Food,0,1
U3620,46,Male,High,22,50,Travel,8,1
U3621,60,Male,Low,12,30,Entertainment,3,0
U3622,44,Female,Low,29,80,Clothing,5,1
U3623,56,Female,High,8,30,Entertainment,1,0
U3624,35,Female,Medium,8,70,Food,8,1
U3625,30,Female,Low,8,40,Electronics,8,1
U3626,21,Female,Medium,17,10,Travel,3,1
U3627,30,Male,High,22,50,Clothing,6,1
U3628,24,Female,Low,19,20,Food,10,1
U3629,38,Male,High,19,20,Clothing,0,1
U3630,48,Male,Low,12,30,Travel,3,0
U3631,39,Male,Medium,22,30,Electronics,7,1
U3632,26,Female,High,2,80,Food,0,1
U3633,55,Female,Medium,11,70,Food,10,1
U3634,32,Male,Low,14,30,Clothing,4,0
U3635,28,Male,Low,4,50,Travel,3,1
U3636,19,Female,High,12,50,Electronics,8,1
U3637,30,Female,High,26,40,Health,4,1
U3638,51,Male,Medium,5,80,Clothing,2,1
U3639,36,Male,Low,25,40,Travel,1,1
U3640,49,Male,High,3,50,Clothing,7,1
U3641,18,Male,Low,29,80,Health,5,1
U3642,24,Female,Medium,15,50,Travel,4,1
U3643,52,Male,Medium,19,80,Electronics,7,1
U3644,57,Male,Low,19,30,Travel,0,1
U3645,26,Male,High,16,60,Travel,4,1
U3646,19,Male,High,28,30,Travel,8,1
U3647,31,Female,Low,11,50,Entertainment,2,1
U3648,41,Female,Medium,20,60,Entertainment,5,1
U3649,20,Female,High,14,10,Electronics,1,0
U3650,45,Male,Low,23,40,Health,5,1
U3651,38,Female,Medium,24,10,Clothing,7,1
U3652,32,Female,High,10,50,Food,3,1
U3653,24,Male,Medium,30,60,Clothing,0,1
U3654,27,Male,Low,22,80,Health,6,1
U3655,38,Male,Medium,2,50,Electronics,6,1
U3656,51,Male,Medium,5,50,Entertainment,1,1
U3657,24,Male,Low,19,70,Food,1,1
U3658,56,Female,High,19,10,Electronics,10,1
U3659,41,Male,High,1,20,Electronics,2,0
U3660,60,Male,Low,13,50,Health,4,1
U3661,41,Male,High,22,10,Clothing,6,1
U3662,22,Male,Medium,2,60,Travel,6,1
U3663,32,Female,High,1,70,Clothing,10,1
U3664,34,Male,Medium,23,10,Health,10,1
U3665,35,Male,Low,15,50,Electronics,5,1
U3666,20,Male,Low,15,70,Clothing,7,1
U3667,53,Male,High,27,60,Electronics,7,1
U3668,59,Male,Low,17,40,Clothing,9,1
U3669,23,Female,High,26,80,Electronics,3,1
U3670,42,Female,High,1,30,Electronics,3,0
U3671,57,Female,High,14,80,Clothing,9,1
U3672,52,Male,Low,26,30,Electronics,3,1
U3673,59,Female,High,2,30,Health,2,0
U3674,24,Male,High,20,10,Food,7,1
U3675,58,Male,High,28,30,Food,9,1
U3676,27,Male,Medium,17,30,Entertainment,3,1
U3677,43,Female,Medium,1,10,Electronics,6,1
U3678,56,Female,Medium,17,20,Electronics,9,1
U3679,43,Female,High,13,20,Entertainment,2,0
U3680,21,Male,Low,26,30,Entertainment,2,1
U3681,37,Female,Low,4,70,Entertainment,0,1
U3682,47,Male,Low,21,60,Clothing,8,1
U3683,54,Male,Medium,23,50,Food,5,1
U3684,49,Male,Low,2,50,Electronics,9,1
U3685,18,Male,High,27,70,Health,4,1
U3686,41,Male,High,1,70,Entertainment,8,1
U3687,60,Female,Low,17,80,Health,6,1
U3688,59,Male,Medium,1,70,Clothing,8,1
U3689,25,Female,High,6,60,Travel,10,1
U3690,42,Female,High,21,40,Electronics,8,1
U3691,23,Male,Low,1,10,Travel,5,0
U3692,51,Male,High,24,40,Food,9,1
U3693,43,Male,High,16,30,Clothing,0,1
U3694,53,Female,Low,8,40,Travel,9,1
U3695,43,Male,High,25,10,Entertainment,1,1
U3696,48,Female,Medium,27,40,Entertainment,3,1
U3697,41,Male,High,22,80,Entertainment,9,1
U3698,34,Female,High,21,20,Entertainment,10,1
U3699,50,Male,Medium,7,50,Health,2,1
U3700,55,Female,Low,17,20,Food,5,1
U3701,21,Female,Low,20,10,Electronics,6,1
U3702,42,Female,Medium,4,60,Food,0,1
U3703,52,Female,High,25,80,Clothing,2,1
U3704,42,Female,High,2,20,Entertainment,7,1
U3705,59,Female,Low,9,60,Health,9,1
U3706,42,Male,Medium,14,40,Clothing,8,1
U3707,27,Male,Medium,8,50,Clothing,10,1
U3708,32,Male,High,26,50,Electronics,1,1
U3709,26,Male,Low,8,70,Clothing,9,1
U3710,43,Female,Medium,23,40,Clothing,0,1
U3711,46,Male,High,14,50,Electronics,8,1
U3712,41,Male,High,1,40,Entertainment,2,0
U3713,35,Male,High,2,40,Clothing,6,1
U3714,26,Female,High,1,60,Clothing,10,1
U3715,59,Male,Medium,14,10,Travel,9,1
U3716,29,Male,High,2,30,Food,5,0
U3717,53,Male,Medium,14,40,Electronics,7,1
U3718,43,Male,High,21,60,Electronics,4,1
U3719,53,Male,High,15,20,Food,1,0
U3720,59,Male,Low,27,80,Travel,2,1
U3721,31,Male,Low,14,80,Food,10,1
U3722,45,Female,Low,21,70,Entertainment,9,1
U3723,42,Male,Medium,1,30,Entertainment,3,0
U3724,44,Female,Medium,21,10,Clothing,9,1
U3725,35,Female,High,8,80,Health,7,1
U3726,42,Female,Medium,24,60,Travel,0,1
U3727,28,Female,Low,13,40,Clothing,10,1
U3728,59,Male,High,6,20,Entertainment,3,0
U3729,28,Female,Medium,26,60,Clothing,7,1
U3730,36,Male,Medium,14,40,Food,8,1
U3731,19,Male,High,29,70,Food,10,1
U3732,60,Female,Medium,10,50,Entertainment,9,1
U3733,56,Female,Low,13,80,Entertainment,5,1
U3734,42,Male,Medium,14,40,Electronics,7,1
U3735,25,Female,Medium,26,20,Food,2,1
U3736,32,Male,High,7,50,Travel,9,1
U3737,22,Female,Medium,12,80,Food,1,1
U3738,44,Male,Low,4,80,Clothing,6,1
U3739,30,Female,High,21,50,Clothing,2,1
U3740,43,Female,Low,10,80,Health,1,1
U3741,40,Male,Low,20,50,Travel,0,1
U3742,58,Female,Medium,16,60,Entertainment,5,1
U3743,18,Female,Medium,2,40,Food,6,1
U3744,21,Male,High,22,50,Travel,7,1
U3745,20,Male,Low,30,70,Entertainment,8,1
U3746,59,Female,High,8,60,Food,0,1
U3747,36,Female,Low,9,40,Health,2,0
U3748,32,Male,Low,7,80,Travel,4,1
U3749,18,Female,High,19,10,Clothing,10,1
U3750,32,Female,Low,6,50,Entertainment,9,1
U3751,27,Female,Medium,26,50,Entertainment,5,1
U3752,25,Female,High,18,70,Electronics,4,1
U3753,25,Female,Medium,11,40,Electronics,8,1
U3754,37,Male,Medium,16,60,Health,9,1
U3755,42,Female,High,20,60,Health,2,1
U3756,27,Female,Low,18,70,Food,2,1
U3757,59,Male,Low,8,10,Entertainment,3,0
U3758,45,Female,Medium,6,60,Health,10,1
U3759,49,Male,Medium,19,30,Travel,1,1
U3760,60,Male,Medium,19,60,Health,10,1
U3761,20,Female,Medium,8,60,Electronics,1,1
U3762,53,Female,Medium,26,70,Travel,4,1
U3763,58,Male,Medium,21,60,Travel,1,1
U3764,39,Female,Medium,7,30,Travel,7,1
U3765,31,Female,Medium,25,20,Travel,2,1
U3766,48,Male,High,17,70,Entertainment,8,1
U3767,35,Female,Low,28,10,Travel,6,1
U3768,41,Female,High,1,40,Food,4,0
U3769,23,Male,High,1,40,Health,9,1
U3770,27,Female,Medium,19,80,Health,5,1
U3771,47,Male,Low,2,30,Electronics,3,0
U3772,37,Male,Medium,14,80,Clothing,9,1
U3773,36,Male,Medium,11,40,Entertainment,7,1
U3774,60,Female,High,14,50,Electronics,6,1
U3775,40,Female,Low,21,60,Travel,0,1
U3776,28,Female,High,1,40,Clothing,3,0
U3777,40,Female,Medium,9,50,Travel,7,1
U3778,49,Male,Medium,10,80,Travel,3,1
U3779,35,Female,Low,28,60,Food,1,1
U3780,45,Male,High,16,70,Food,7,1
U3781,28,Female,High,20,30,Entertainment,6,1
U3782,56,Male,Low,19,60,Health,0,1
U3783,19,Male,Medium,23,50,Health,7,1
U3784,20,Female,High,23,20,Food,9,1
U3785,54,Male,High,15,30,Electronics,2,0
U3786,54,Male,High,4,10,Health,5,0
U3787,29,Male,High,2,80,Clothing,0,1
U3788,45,Male,Medium,22,30,Electronics,9,1
U3789,46,Male,Medium,13,80,Entertainment,6,1
U3790,35,Female,High,16,70,Travel,10,1
U3791,44,Male,Medium,25,80,Electronics,0,1
U3792,53,Male,Medium,7,50,Food,6,1
U3793,42,Male,Medium,23,70,Entertainment,9,1
U3794,20,Male,High,19,80,Entertainment,10,1
U3795,47,Male,High,14,60,Travel,0,1
U3796,56,Male,Low,23,10,Food,8,1
U3797,60,Male,Low,16,50,Health,4,1
U3798,40,Female,High,4,10,Food,6,1
U3799,30,Male,Low,2,50,Health,2,1
U3800,47,Male,Low,27,80,Travel,1,1
U3801,33,Male,Medium,14,80,Clothing,7,1
U3802,24,Female,High,14,50,Electronics,9,1
U3803,51,Female,Low,22,20,Entertainment,5,1
U3804,55,Female,High,16,60,Entertainment,3,1
U3805,54,Female,Low,17,20,Electronics,2,1
U3806,34,Female,High,22,30,Electronics,9,1
U3807,18,Male,Low,25,50,Entertainment,2,1
U3808,46,Male,Medium,15,30,Clothing,4,0
U3809,21,Female,Low,19,20,Electronics,4,1
U3810,30,Male,High,3,30,Food,0,0
U3811,45,Female,Medium,27,60,Food,9,1
U3812,36,Male,Low,3,50,Food,0,1
U3813,31,Male,Low,2,40,Health,5,0
U3814,40,Male,Medium,2,60,Clothing,10,1
U3815,42,Female,Medium,21,20,Health,6,1
U3816,57,Male,Low,23,60,Health,7,1
U3817,19,Female,Low,10,40,Electronics,10,1
U3818,39,Male,High,28,10,Entertainment,0,1
U3819,21,Male,High,25,70,Travel,0,1
U3820,59,Female,Medium,2,80,Electronics,9,1
U3821,38,Male,High,30,30,Food,7,1
U3822,41,Female,Medium,20,30,Health,6,1
U3823,29,Male,High,20,50,Food,0,1
U3824,57,Male,Low,9,60,Entertainment,9,1
U3825,28,Male,High,25,60,Travel,5,1
U3826,51,Female,High,27,60,Food,9,1
U3827,37,Male,High,9,60,Food,4,1
U3828,28,Male,Low,11,30,Electronics,8,1
U3829,52,Male,Low,15,50,Electronics,2,1
U3830,50,Male,High,15,30,Clothing,2,0
U3831,31,Female,High,24,20,Electronics,9,1
U3832,35,Female,Medium,25,10,Electronics,2,1
U3833,21,Female,Medium,15,30,Travel,10,1
U3834,24,Female,Medium,15,30,Travel,7,1
U3835,56,Male,High,24,20,Electronics,7,1
U3836,20,Female,High,22,40,Health,2,1
U3837,30,Female,High,12,20,Electronics,0,0
U3838,37,Male,High,18,80,Health,5,1
U3839,45,Male,Medium,22,30,Food,9,1
U3840,60,Male,Medium,29,50,Food,10,1
U3841,31,Male,High,2,20,Health,3,0
U3842,56,Female,Medium,12,80,Entertainment,8,1
U3843,27,Male,High,22,80,Entertainment,3,1
U3844,38,Female,Medium,12,50,Electronics,1,1
U3845,23,Male,High,24,40,Health,8,1
U3846,24,Male,Medium,15,70,Entertainment,1,1
U3847,60,Female,Medium,20,30,Travel,4,1
U3848,33,Male,Low,9,50,Travel,0,1
U3849,50,Female,Medium,23,20,Clothing,4,1
U3850,59,Female,Low,27,10,Clothing,8,1
U3851,33,Female,High,11,20,Entertainment,0,0
U3852,35,Male,Low,6,40,Health,4,0
U3853,32,Female,Low,29,70,Travel,1,1
U3854,48,Male,High,6,80,Health,3,1
U3855,21,Male,Low,23,30,Health,1,1
U3856,20,Female,Medium,10,10,Entertainment,3,0
U3857,32,Male,Medium,11,70,Food,6,1
U3858,35,Female,Medium,13,80,Food,7,1
U3859,40,Female,High,20,20,Clothing,2,1
U3860,36,Female,Medium,10,50,Entertainment,5,1
U3861,33,Male,High,18,20,Clothing,4,1
U3862,18,Female,Low,8,10,Food,0,0
U3863,52,Male,Medium,16,80,Travel,10,1
U3864,21,Male,High,18,40,Entertainment,7,1
U3865,56,Female,Low,2,60,Electronics,6,1
U3866,20,Male,High,18,20,Food,4,1
U3867,56,Female,High,11,50,Entertainment,6,1
U3868,30,Female,High,10,70,Health,7,1
U3869,49,Male,High,15,30,Travel,0,0
U3870,37,Male,Medium,2,80,Travel,0,1
U3871,20,Male,Low,1,70,Food,8,1
U3872,18,Female,Medium,10,20,Electronics,3,0
U3873,45,Male,Medium,3,20,Health,4,0
U3874,57,Female,Medium,27,60,Entertainment,9,1
U3875,27,Male,High,10,20,Food,2,0
U3876,47,Male,High,22,60,Electronics,2,1
U3877,47,Male,High,13,60,Clothing,6,1
U3878,50,Male,Low,12,80,Food,0,1
U3879,35,Female,Medium,24,60,Travel,8,1
U3880,42,Male,Medium,9,40,Health,1,0
U3881,41,Female,High,27,40,Travel,7,1
U3882,35,Male,Medium,23,20,Clothing,9,1
U3883,59,Female,Medium,19,30,Electronics,6,1
U3884,44,Male,High,10,60,Electronics,6,1
U3885,46,Male,Medium,8,30,Travel,6,1
U3886,47,Male,Low,8,10,Health,7,1
U3887,37,Female,Low,21,60,Entertainment,6,1
U3888,34,Male,High,29,30,Electronics,4,1
U3889,47,Male,Low,3,10,Travel,3,0
U3890,56,Female,Medium,1,60,Clothing,8,1
U3891,32,Female,High,6,40,Travel,2,0
U3892,40,Female,Low,27,10,Electronics,4,1
U3893,46,Female,High,21,80,Travel,9,1
U3894,31,Female,High,16,30,Electronics,9,1
U3895,28,Female,Medium,11,70,Electronics,2,1
U3896,32,Female,Low,28,80,Food,2,1
U3897,41,Male,High,21,20,Clothing,10,1
U3898,19,Female,Low,26,50,Electronics,1,1
U3899,52,Female,Low,2,50,Food,10,1
U3900,54,Female,High,14,50,Entertainment,1,1
U3901,40,Male,High,23,10,Clothing,5,1
U3902,41,Male,Medium,15,40,Entertainment,3,0
U3903,40,Female,High,16,10,Electronics,6,1
U3904,28,Male,Medium,8,10,Travel,3,0
U3905,51,Female,Medium,26,30,Travel,6,1
U3906,30,Female,Low,20,60,Food,7,1
U3907,42,Male,Low,10,60,Clothing,1,1
U3908,37,Male,Medium,12,70,Travel,3,1
U3909,45,Male,Medium,21,70,Food,1,1
U3910,58,Female,Low,12,10,Clothing,9,1
U3911,53,Female,High,23,70,Health,5,1
U3912,31,Male,Low,30,30,Food,9,1
U3913,45,Female,Medium,30,60,Food,10,1
U3914,27,Male,Low,4,30,Health,5,0
U3915,58,Female,High,4,10,Food,6,1
U3916,19,Male,High,2,10,Entertainment,6,1
U3917,26,Female,Medium,28,20,Entertainment,4,1
U3918,38,Male,Low,28,10,Electronics,3,1
U3919,48,Male,Low,19,80,Food,5,1
U3920,52,Female,Low,4,80,Health,0,1
U3921,57,Female,Medium,30,40,Health,2,1
U3922,29,Male,High,17,30,Entertainment,0,1
U3923,20,Female,Medium,25,80,Electronics,7,1
U3924,23,Male,High,22,10,Health,7,1
U3925,44,Female,Medium,9,70,Entertainment,3,1
U3926,57,Male,Low,18,50,Clothing,10,1
U3927,58,Female,Medium,13,70,Health,6,1
U3928,44,Male,Medium,2,50,Clothing,8,1
U3929,18,Female,Medium,16,60,Health,10,1
U3930,35,Male,Low,4,70,Electronics,3,1
U3931,18,Female,Medium,25,10,Health,10,1
U3932,30,Male,Medium,28,70,Food,10,1
U3933,34,Female,Low,20,70,Electronics,2,1
U3934,33,Female,Medium,27,60,Travel,8,1
U3935,48,Female,Low,14,20,Food,2,0
U3936,24,Female,Medium,29,80,Entertainment,10,1
U3937,38,Female,Low,2,50,Travel,4,1
U3938,21,Female,High,4,70,Electronics,4,1
U3939,43,Female,Low,30,60,Clothing,8,1
U3940,49,Female,High,20,20,Electronics,6,1
U3941,50,Male,Low,1,20,Food,6,1
U3942,27,Male,Low,12,70,Electronics,1,1
U3943,27,Female,Low,10,40,Travel,0,0
U3944,28,Male,Medium,26,50,Electronics,7,1
U3945,59,Female,Low,25,50,Entertainment,0,1
U3946,38,Female,Low,5,30,Entertainment,0,0
U3947,45,Male,Low,17,50,Entertainment,8,1
U3948,26,Female,Medium,12,20,Clothing,9,1
U3949,22,Female,Medium,29,70,Health,8,1
U3950,56,Female,Low,18,20,Entertainment,3,1
U3951,26,Male,Low,12,70,Travel,7,1
U3952,18,Female,Low,16,30,Travel,10,1
U3953,33,Male,Low,27,20,Entertainment,9,1
U3954,24,Female,Medium,7,70,Travel,8,1
U3955,35,Male,High,11,50,Health,5,1
U3956,36,Female,High,1,50,Food,9,1
U3957,29,Female,Low,10,60,Electronics,1,1
U3958,33,Female,Low,1,10,Health,4,0
U3959,57,Male,Medium,13,70,Clothing,9,1
U3960,21,Male,Low,29,10,Entertainment,5,1
U3961,60,Male,Medium,2,40,Travel,10,1
U3962,58,Male,High,25,40,Food,1,1
U3963,18,Male,Low,15,60,Clothing,9,1
U3964,28,Female,Medium,7,30,Clothing,6,1
U3965,49,Female,Medium,14,50,Entertainment,8,1
U3966,22,Female,Medium,23,50,Health,2,1
U3967,39,Male,Medium,12,80,Food,2,1
U3968,57,Female,Medium,9,80,Travel,4,1
U3969,41,Female,Low,28,40,Food,4,1
U3970,60,Female,High,6,20,Health,1,0
U3971,39,Female,High,24,40,Clothing,8,1
U3972,28,Male,High,12,60,Clothing,8,1
U3973,53,Male,Low,19,60,Clothing,2,1
U3974,27,Female,High,4,50,Clothing,4,1
U3975,52,Female,Low,25,70,Clothing,6,1
U3976,20,Male,Medium,24,20,Entertainment,10,1
U3977,42,Male,Medium,7,70,Health,1,1
U3978,23,Male,Medium,15,40,Clothing,6,1
U3979,19,Female,High,9,70,Clothing,2,1
U3980,28,Female,Medium,20,30,Health,3,1
U3981,23,Female,High,2,30,Entertainment,3,0
U3982,43,Male,Medium,18,10,Health,3,1
U3983,53,Female,Medium,17,20,Food,5,1
U3984,28,Male,High,21,50,Food,4,1
U3985,30,Female,Medium,6,10,Clothing,4,0
U3986,48,Female,Medium,4,20,Food,10,1
U3987,42,Male,High,16,40,Food,0,1
U3988,18,Male,Medium,19,10,Entertainment,5,1
U3989,34,Female,High,8,20,Entertainment,2,0
U3990,33,Male,Medium,14,60,Entertainment,0,1
U3991,57,Female,Low,21,80,Health,7,1
U3992,43,Male,Medium,19,50,Electronics,3,1
U3993,23,Female,Medium,4,40,Health,8,1
U3994,25,Female,Low,8,30,Travel,7,1
U3995,54,Female,High,10,10,Travel,7,1
U3996,34,Male,Low,30,80,Electronics,8,1
U3997,32,Female,High,29,60,Travel,2,1
U3998,43,Male,Medium,20,70,Travel,9,1
